event,round,player,playerId,teamId,hole,shot,shotDistance_yds,distanceToPin_yds,shotDistance_m,distanceToPin_m,lieAfterShot,lieAfterShotCode,lieBeforeShot,lieBeforeShotCode,ballHoled,eventType,holeScore,timestamp,isProvisional,isBallDrop,x,z,seqNum,commentary,source,note
fedex-open-de-france-2026,1,Cam Smith,3968,46,3,4,3.2,,2.91,,,,,,True,BallHoled,Birdie,2026-09-24T12:16:36.000Z,False,False,432432.58271972527,5399836.623197202,50,"Smith holed a ten-foot putt for birdie, gaining 0.58 strokes *putting* on the par five third.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,4,1,290.2,197.4,265.36,180.54,Fairway,OFW,,,False,DetailedLie,,2026-09-24T12:21:20.000Z,False,False,432706.613207646,5399614.012740206,56,"Cam Smith (T34) finds the fairway with a 290-yard drive, leaving 197 yards to the hole on the fourth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,4,2,190.6,9.0,174.29,8.25,Intermediate Rough,OIR,,,False,DetailedLie,,2026-09-24T12:27:27.000Z,False,False,432870.68231594056,5399554.437144371,61,"Smith's approach from the fairway finds the intermediate rough, leaving nine feet to the hole.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,4,3,7.0,2.3,6.44,2.14,Green,OGR,Intermediate Rough,OIR,False,DetailedLie,,2026-09-24T12:32:16.000Z,False,False,432872.82195603487,5399548.363777035,65,Smith chips from the intermediate rough to seven feet for par on the fourth.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,4,4,2.3,,2.14,,,,,,True,BallHoled,Par,2026-09-24T12:34:39.000Z,False,False,432874.6133642181,5399547.192217051,68,"Smith holed a seven-foot putt for par, gaining 0.42 strokes *putting* with the best putting on the hole.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,5,1,298.9,153.1,273.36,140.0,Native Area,ONA,,,False,DetailedLie,,2026-09-24T12:41:38.000Z,False,False,432707.3078112729,5399735.9654862685,74,"Cam Smith (T38) finds the native area with a 298-yard drive, leaving 153 yards to the hole on the fifth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,5,2,156.8,15.3,143.35,13.97,Green,OGR,Native Area,ONA,False,DetailedLie,,2026-09-24T12:44:40.000Z,False,False,432615.7784376,5399846.316378492,78,"Smith's approach finds the green, leaving 46 feet for his birdie attempt on the fifth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,5,3,15.6,0.4,14.23,0.32,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T12:48:12.000Z,False,False,432628.8252747213,5399852.039455008,82,"Smith missed a 46-foot putt for birdie, leaving about 13 inches for par on the fifth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,5,4,0.4,,0.32,,,,,,True,BallHoled,Par,2026-09-24T12:48:28.000Z,False,False,432628.66248746816,5399851.759319412,85,Smith holed a short putt from one foot for par on the fifth.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,6,1,317.5,95.5,290.35,87.36,Fairway,OFW,,,False,DetailedLie,,2026-09-24T12:55:36.000Z,False,False,432616.6989482329,5399962.283973361,92,"Cam Smith (T37) finds the fairway with a 317-yard drive, leaving 95 yards to the hole on the sixth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,6,2,93.8,3.6,85.77,3.28,Fringe,OCO,,,False,DetailedLie,,2026-09-24T13:00:17.000Z,False,False,432554.2817299622,5400021.173618604,96,"Smith's approach from the fairway finds the fringe, leaving ten feet to the hole.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,6,3,4.0,0.5,3.66,0.46,Green,OGR,Fringe,OCO,False,DetailedLie,,2026-09-24T13:04:32.000Z,False,False,432555.52480657556,5400024.615834434,100,Smith chips from the fringe to inside two feet for par.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,6,4,0.5,,0.46,,,,,,True,BallHoled,Par,2026-09-24T13:04:38.000Z,False,False,432555.15540085227,5400024.336558948,103,Smith holed a two-foot putt for par on the sixth.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,7,1,276.1,194.8,252.51,178.17,Fairway,OFW,,,False,DetailedLie,,2026-09-24T13:10:00.000Z,False,False,432728.1679040859,5400261.896022764,109,"Cam Smith (T40) finds the fairway with a 276-yard drive, leaving 194 yards to the hole on the seventh.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,7,2,182.8,12.0,167.18,11.01,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T13:18:58.000Z,False,False,432888.7196388816,5400309.423509398,113,"Smith's approach from the fairway finds the green, leaving 36 feet for birdie on the seventh.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,7,3,11.7,0.3,10.7,0.31,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T13:21:17.000Z,False,False,432898.77712954377,5400313.132929806,117,"Smith missed a 36-foot putt for birdie, leaving about 12 inches for par on the seventh.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,7,4,0.3,,0.31,,,,,,True,BallHoled,Par,2026-09-24T13:21:26.000Z,False,False,432899.0593857941,5400313.264856294,120,Smith holed a short putt from one foot for par on the seventh.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,8,1,202.1,24.7,184.81,22.61,Fairway,OFW,,,False,DetailedLie,,2026-09-24T13:30:27.000Z,False,False,432819.89743471134,5400459.41059807,126,"Cam Smith (T42) misses the green with his approach, leaving 24 yards in the fairway, losing 0.43 strokes *approach*.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,8,2,23.7,2.2,21.63,1.99,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T13:32:56.000Z,False,False,432804.9219710278,5400443.7953054905,130,Smith chips from the fairway to seven feet for par on the eighth.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,8,3,2.2,,1.99,,,,,,True,BallHoled,Par,2026-09-24T13:36:09.000Z,False,False,432803.0125148492,5400444.35193285,133,Smith holed a seven-foot putt for par on the eighth.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,9,1,303.1,252.2,277.12,230.59,Fairway,OFW,,,False,DetailedLie,,2026-09-24T13:46:43.000Z,False,False,432518.24966718786,5400387.752353198,139,"Cam Smith (T42) finds the fairway with a 303-yard drive, leaving 252 yards to the hole on the ninth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,9,2,239.1,21.3,218.64,19.45,Native Area,ONA,,,False,DetailedLie,,2026-09-24T13:54:08.000Z,False,False,432302.5924549195,5400425.979769319,143,"Smith's approach from the fairway finds the native area, leaving 21 yards to the hole, losing 0.52 strokes *approach*.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,9,3,21.8,2.0,19.95,1.78,Green,OGR,Native Area,ONA,False,DetailedLie,,2026-09-24T14:01:10.000Z,False,False,432289.47707004665,5400410.939728359,147,"Smith chips to six feet, gaining 0.57 strokes *around the green*, leaving a birdie opportunity on the ninth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,9,4,2.0,0.2,1.85,0.17,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T14:05:11.000Z,False,False,432288.68388330017,5400412.608022949,151,"Smith missed a six-footer for birdie, leaving seven inches, losing 0.65 strokes *putting*.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,9,5,0.2,,0.17,,,,,,True,BallHoled,Par,2026-09-24T14:05:19.000Z,False,False,432288.5775544577,5400412.478823649,154,Smith holed a short putt to make par on the ninth.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,10,1,237.2,141.3,216.92,129.2,Fairway,OFW,,,False,DetailedLie,,2026-09-24T14:11:18.000Z,False,False,432458.7614771663,5400308.376382423,160,"Cam Smith (T46) finds the fairway with a 237-yard drive, leaving 141 yards to the hole on the tenth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,10,2,146.8,5.5,134.2,5.02,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T14:15:34.000Z,False,False,432586.5193278629,5400350.1219099555,164,"Smith's approach finds the green, leaving 16 feet for birdie on the tenth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,10,3,5.6,0.2,5.16,0.17,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T14:19:34.000Z,False,False,432581.5125831969,5400348.821665543,168,"Smith missed a 16-footer for birdie, leaving seven inches for par on the tenth.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,10,4,0.2,,0.17,,,,,,True,BallHoled,Par,2026-09-24T14:19:45.000Z,False,False,432581.6310300156,5400348.941327889,171,Smith makes par on the tenth with a short putt from under a foot.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,11,1,167.2,7.1,152.88,6.5,Green,OGR,,OBU,False,DetailedLie,,2026-09-24T14:24:20.000Z,False,False,432782.7949423356,5400378.05752307,177,"Smith (T47) finds the green with an approach shot, leaving 21 feet for his birdie putt on the 11th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,11,2,7.6,0.6,6.93,0.58,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T14:28:32.000Z,False,False,432781.4133589218,5400371.271562038,181,"Smith missed a 21-foot putt for birdie on the 11th, leaving about two feet for par.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,11,3,0.6,,0.58,,,,,,True,BallHoled,Par,2026-09-24T14:30:46.000Z,False,False,432781.13281642157,5400371.780863877,184,Smith holed a two-foot putt for par on the 11th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,12,1,272.4,168.6,249.1,154.13,Fairway,OFW,,,False,DetailedLie,,2026-09-24T14:34:41.000Z,False,False,432494.8708206671,5400215.379808768,190,"Cam Smith (T49) finds the fairway with a 272-yard drive, leaving 168 yards to the hole on the 12th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,12,2,159.4,14.7,145.72,13.47,Rough,ORO,,,False,DetailedLie,,2026-09-24T14:40:22.000Z,False,False,432349.56813904934,5400201.3752141595,194,"Smith's approach from the fairway finds the rough, leaving 14 yards to the hole, losing 0.60 strokes *approach*.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,12,3,17.6,3.2,16.11,2.92,Green,OGR,Rough,ORO,False,DetailedLie,,2026-09-24T14:42:24.000Z,False,False,432337.7648425993,5400212.345958706,198,"Smith chips from the rough to ten feet, leaving a putt for par, losing 0.43 strokes *around the green*.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,12,4,3.6,0.4,3.3,0.39,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T14:45:50.000Z,False,False,432340.83737514925,5400211.134703696,202,"Smith missed a ten-footer for par, leaving fifteen inches, losing 0.43 strokes *putting*.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,12,5,0.4,,0.39,,,,,,True,BallHoled,Bogey,2026-09-24T14:45:57.000Z,False,False,432340.51338408375,5400211.352840261,205,Smith holed a putt from 15 inches for bogey on the 12th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,13,1,303.0,113.5,277.06,103.76,Fairway,OFW,,,False,DetailedLie,,2026-09-24T14:50:59.000Z,False,False,432546.2709951574,5399917.815504454,211,"Cam Smith (T72) finds the fairway with a 302-yard drive, leaving 113 yards to the hole on the 13th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,13,2,113.6,4.6,103.91,4.19,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T14:56:35.000Z,False,False,432512.66756708134,5399819.583372494,215,Smith's approach from the fairway leaves him fourteen feet for birdie on the 13th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,13,3,4.7,0.2,4.33,0.21,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T15:00:08.000Z,False,False,432508.70798248803,5399821.355009036,221,"Smith missed a fourteen-footer for birdie, leaving about eight inches for par.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,13,4,0.2,,0.21,,,,,,True,BallHoled,Par,2026-09-24T15:00:17.000Z,False,False,432508.7733845169,5399821.15673382,224,Smith holed a short putt on the 13th for par.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,14,1,302.2,252.1,276.3,230.51,Fairway,OFW,,,False,DetailedLie,,2026-09-24T15:07:17.000Z,False,False,432320.0046947512,5399933.786414705,230,"Cam Smith (T74) finds the fairway with a 302-yard drive, leaving 252 yards to the hole on the 14th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,14,2,247.1,6.0,225.95,5.53,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T15:11:58.000Z,False,False,432103.4886748428,5399999.623782063,234,"Smith's approach from the fairway finds the green, leaving eighteen feet for eagle.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,14,3,6.0,0.0,5.53,0.01,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T15:19:02.000Z,False,False,432100.0471473174,5400003.9520404665,238,"Smith missed an 18-footer for eagle, leaving about one inch for birdie on the 14th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,14,4,0.0,,0.01,,,,,,True,BallHoled,Birdie,2026-09-24T15:19:08.000Z,False,False,432100.0576905665,5400003.95944929,241,Smith holed the putt for birdie on the 14th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,15,1,246.3,147.0,225.26,134.44,Fairway,OFW,,,False,DetailedLie,,2026-09-24T15:26:00.000Z,False,False,431925.8639989191,5400273.090009457,247,"Cam Smith (T53) finds the fairway with a 246-yard drive, leaving 147 yards to the hole on the 15th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,15,2,160.8,21.0,147.07,19.21,Fairway,OFW,,,False,DetailedLie,,2026-09-24T15:32:01.000Z,False,False,431988.5390432395,5400407.20571322,252,"Smith's approach from the fairway finds the fairway again, leaving 21 yards to the hole, losing 0.42 strokes *approach*.",feed,ball position corrected after the shot (no penalty)
fedex-open-de-france-2026,1,Cam Smith,3968,46,15,3,22.3,1.4,20.39,1.25,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T15:38:40.000Z,False,False,431994.89097247,5400387.848443534,260,Smith chips to four feet for par on the 15th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,15,4,1.4,,1.25,,,,,,True,BallHoled,Par,2026-09-24T15:41:25.000Z,False,False,431994.1403519263,5400388.8424954545,263,Smith holed a four-foot putt for par on the 15th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,16,1,161.5,6.3,147.67,5.74,Green,OGR,,OBU,False,DetailedLie,,2026-09-24T15:46:09.000Z,False,False,431936.4681084425,5400513.883731438,269,"Cam Smith (T55) finds the green on the par three with an approach shot, leaving 19 feet for birdie.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,16,2,6.4,0.2,5.88,0.15,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T15:51:26.000Z,False,False,431930.6238868629,5400513.134723984,273,"Smith missed a nineteen-footer for birdie, leaving about six inches for par.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,16,3,0.2,,0.15,,,,,,True,BallHoled,Par,2026-09-24T15:51:29.000Z,False,False,431930.7600978365,5400513.188907763,276,Smith holed a short putt for par on the 16th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,17,1,308.4,179.6,281.99,164.21,Fairway,OFW,,,False,DetailedLie,,2026-09-24T15:57:28.000Z,False,False,431837.698419877,5400229.516936422,282,"Cam Smith (T57) finds the fairway with a 308-yard drive, leaving 179 yards to the hole on 17th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,17,2,180.3,4.0,164.88,3.7,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T16:03:46.000Z,False,False,431858.0844008879,5400066.081910478,286,"Smith's approach from the fairway finds the green, leaving a twelve-foot birdie putt on the 17th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,17,3,4.4,0.4,4.0,0.33,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T16:08:41.000Z,False,False,431854.09620473447,5400066.484535377,291,"Smith missed a 12-foot putt for birdie, leaving about 13 inches for par.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,17,4,0.4,,0.33,,,,,,True,BallHoled,Par,2026-09-24T16:08:53.000Z,False,False,431854.38459624397,5400066.332294484,294,Smith holed a short putt from about one foot for par on the 17th.,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,18,1,286.5,190.1,261.97,173.81,Fairway Bunker,OST,,,False,DetailedLie,,2026-09-24T16:13:34.000Z,False,False,432044.3797401449,5400265.714895029,300,"Cam Smith (T59) finds the fairway bunker with a 286-yard drive, leaving 190 yards to the hole on eighteen.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,18,2,147.2,43.5,134.56,39.8,Water,OWA,,,False,DetailedLie,,2026-09-24T16:21:58.000Z,False,False,432055.5064499154,5400399.664896467,304,"Smith's approach from 190 yards leaves 64 yards to the hole, losing 1.23 strokes *approach*.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,18,3,,64.2,,58.68,Fairway,OFW,,,False,Penalty,,2026-09-24T16:22:26.000Z,False,True,432084.26735104324,5400382.188520872,306,,feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,18,4,55.3,9.9,50.53,9.01,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-24T16:23:30.000Z,False,False,432065.3268337001,5400429.001792131,310,"Smith's approach from the fairway finds the green, leaving a 30-foot putt for bogey on the 18th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,18,5,11.4,1.6,10.41,1.43,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-24T16:26:48.000Z,False,False,432066.68422559276,5400439.310310911,314,"Smith missed a 30-foot putt for bogey, leaving five feet for double bogey on the 18th.",feed,
fedex-open-de-france-2026,1,Cam Smith,3968,46,18,6,1.6,,1.43,,,,,,True,BallHoled,DoubleBogeyOrWorse,2026-09-24T16:27:53.000Z,False,False,432066.188190503,5400437.965181152,317,Smith holed a five-foot putt for double bogey on the 18th.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,1,1,255.1,160.2,233.27,146.45,Fairway,OFW,,,False,DetailedLie,,2026-09-25T09:51:41.000Z,False,False,432179.4935174292,5400209.787230602,174,"Cam Smith (T132) finds the fairway with a 255-yard drive, leaving 160 yards to the hole.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,1,2,162.5,4.2,148.63,3.84,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T09:57:16.000Z,False,False,432075.3139269479,5400103.718333743,199,"Smith's approach finds the green, leaving a thirteen-foot putt for birdie on the first hole.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,1,3,4.2,,3.84,,,,,,True,BallHoled,Birdie,2026-09-25T10:00:11.000Z,False,False,432079.1100030139,5400103.111807197,202,"Smith holed a 13-foot putt for birdie, gaining 0.74 strokes *putting* on the first hole.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,2,1,198.1,11.2,181.12,10.21,Fairway,OFW,,,False,DetailedLie,,2026-09-25T10:08:06.000Z,False,False,432212.43250095466,5400129.081070027,208,Cam Smith (T128) misses the green on the par three; his approach finds the fairway with 11 yards left.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,2,2,11.4,0.3,10.46,0.27,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T10:08:32.000Z,False,False,432217.47308285715,5400138.245451357,212,Smith chipped from the fairway to inside three feet for par on the second hole.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,2,3,0.3,,0.27,,,,,,True,BallHoled,Par,2026-09-25T10:08:48.000Z,False,False,432217.4214064763,5400137.978969445,215,Smith holed a short putt for par on the second.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,3,1,284.5,275.1,260.13,251.56,Fairway,OFW,,,False,DetailedLie,,2026-09-25T10:18:48.000Z,False,False,432360.4156799524,5400066.3487031,221,"Cam Smith (T129) finds the fairway with a 284-yard drive, leaving 275 yards to the hole on the third.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,3,2,272.9,15.2,249.53,13.89,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T10:27:47.000Z,False,False,432438.32046428684,5399829.509240375,225,"Smith finds the green with an approach from the fairway, leaving 46 feet for eagle, gaining 0.51 strokes *approach*.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,3,3,15.1,0.4,13.76,0.39,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T10:28:31.000Z,False,False,432425.6767932529,5399824.024021388,229,"Smith missed a 46-foot putt for eagle, leaving about 15 inches for birdie on the third hole.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,3,4,0.4,,0.39,,,,,,True,BallHoled,Birdie,2026-09-25T10:28:40.000Z,False,False,432425.7064130737,5399823.640558773,232,Smith holed a short putt for birdie on the par five third.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,4,1,281.5,215.3,257.39,196.83,Fairway,OFW,,,False,DetailedLie,,2026-09-25T10:37:14.000Z,False,False,432697.56673192675,5399614.550067412,238,"Cam Smith (T126) finds the fairway with a 281-yard drive, leaving 215 yards to the hole on the fourth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,4,2,224.1,12.2,204.94,11.11,Fairway,OFW,,,False,DetailedLie,,2026-09-25T10:43:05.000Z,False,False,432891.82671401487,5399548.275869234,242,"Smith's approach from the fairway finds the fairway, leaving twelve yards to the hole.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,4,3,13.4,1.3,12.21,1.21,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T10:44:05.000Z,False,False,432880.79996348463,5399542.993898217,246,Smith chips from the fairway to four feet left for par on the fourth hole.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,4,4,1.3,,1.21,,,,,,True,BallHoled,Par,2026-09-25T10:48:09.000Z,False,False,432881.5934490304,5399543.909319988,249,Smith holed a four-foot putt for par on the fourth.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,5,1,304.4,153.4,278.3,140.28,Fairway,OFW,,,False,DetailedLie,,2026-09-25T10:54:28.000Z,False,False,432689.05125872226,5399721.852900069,255,"Cam Smith (T126) finds the fairway with a 304-yard drive, leaving 153 yards to the hole on the fifth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,5,2,158.2,4.9,144.69,4.46,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-25T10:58:29.000Z,False,False,432617.4444028011,5399847.517068431,259,"Smith's approach from the fairway finds the green, leaving a fifteen-foot birdie opportunity.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,5,3,5.5,0.6,5.05,0.59,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T11:00:17.000Z,False,False,432619.23020788626,5399842.799038999,263,"Smith missed a 15-foot putt for birdie, leaving about two feet for par on the fifth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,5,4,0.6,,0.59,,,,,,True,BallHoled,Par,2026-09-25T11:00:24.000Z,False,False,432619.0496055827,5399843.3636345565,266,Smith holed a two-foot putt for par on the fifth.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,6,1,306.4,110.5,280.18,101.08,Rough,ORO,,,False,DetailedLie,,2026-09-25T11:08:58.000Z,False,False,432603.284346745,5399942.876403105,272,"Cam Smith (T125) finds the rough with a 306-yard drive, leaving 110 yards to the hole.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,6,2,101.9,9.9,93.18,9.06,Green,OGR,Rough,ORO,False,DetailedLie,,2026-09-25T11:15:13.000Z,False,False,432559.7654785719,5400025.217074512,276,"Smith's approach from the rough finds the green, leaving a 30-foot putt for birdie.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,6,3,9.6,0.4,8.78,0.36,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-25T11:18:07.000Z,False,False,432559.9449734809,5400033.983672214,280,"Smith missed a 29-foot putt for birdie, leaving 14 inches for par on the sixth.",feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,6,4,0.4,,0.36,,,,,,True,BallHoled,Par,2026-09-25T11:18:13.000Z,False,False,432560.1906406453,5400034.252748681,283,Smith holed a short putt from about one foot for par on the sixth.,feed,
fedex-open-de-france-2026,2,Cam Smith,3968,46,7,1,263.0,181.4,240.53,165.85,Fairway,OFW,,,False,DetailedLie,,2026-09-25T11:28:09.000Z,False,False,432726.6635423193,5400247.973539157,289,"Cam Smith (T125) finds the fairway with a 263-yard drive, leaving 181 yards to the hole on the seventh.",feed,
